Name,Description,Rating,Reviews,Image_links,Timing,All_Review_Links,Address,Spend Up Time,Website,Tags
Panorama Mountain Resort,"Panorama Mountain is a ski resort in Panorama Mountain Resort, Panorama, V0A 1T0, British Columbia, Canada. Wikipedia",4.5,"1,160 reviews","['https://t1.gstatic.com/images?q=tbn:ANd9GcSKBxUQhyGGr99xNRAwmCfR-EafzC_fecHraM52t5mwT2qCJEIknbMeALZgVcdg0G_jd1DVsSxWDmq2hH_OgYhZhQ', 'https://t0.gstatic.com/images?q=tbn:ANd9GcTf215FBhsSaYyaDKKyjtSKajyO2h-ZkcMfHclXjl9yvSq3wUY-Nx0WOKG-qm0ups1ykIyiV3aGHq4gOg6rdQCg1A', 'https://t3.gstatic.com/images?q=tbn:ANd9GcQnQZvBTD_C1Kej4zD64dMzw18pVfDG9WEO33_ZQNaxrt0MRaz0lpDDPTWWI3VN8p4P96yyAhMPsRG2GAv3jllw4w']","{'Friday': ' 08:00 – 22:00', 'Saturday': ' 08:00 – 22:00', 'Sunday': ' 08:00 – 22:00', 'Monday': ' 08:00 – 22:00', 'Tuesday': ' 08:00 – 22:00', 'Wednesday': ' 08:00 – 22:00', 'Thursday': ' 08:00 – 22:00'}",https://search.google.com/local/reviews?placeid=ChIJGVhH6_5belMR7vStKCl2Znc,NA,NA,NA,NA
Lake O'Hara,"Lake O'Hara is a lake at an elevation of 2,020 metres in the alpine area of Yoho National Park, in the province of British Columbia, on the western side of the Great Divide with the province of Alberta and Banff National Park to the east. The lake and the valley are accessible through a bus service that is run by Parks Canada or by an 11 km hike along a road with an elevation gain of approximately 500m. However, people who hike up the road are not guaranteed a bus ride down. People who have reservations have priority for the bus spots for the ride down. Reservations for the bus, for day use, can be made through the Parks Canada Reservation website. Campsite reservations can be made up to three months in advance through the Lake O'Hara reservation line. It is strongly recommended that visitors make reservations in advance, as the bus does fill up and standby bus spots are not sold the day of bus departures.
The area is known for its scenery as well as its alpine hiking. Visitors often follow the climbing trails which ascend from Lake O'Hara to Lake Oesa and to Opabin Lake. Wikipedia",4.8,96 reviews,"['https://t0.gstatic.com/images?q=tbn:ANd9GcQrXbmQZUhlZ4hHzndDW0_jxgHFLwJEH7075PZtO5-nCIj8hweN76xh4zLxIpRBpEQYEQGwpTD24KGHqjc8hCsmEg', 'https://t3.gstatic.com/images?q=tbn:ANd9GcQBKVjCyqyh-2lbrmE9L9IOE0mEJ5o53DcUTA7lPRXVUKUUSWw5i8QC6yMUbMd3jr7oV453xFFabTuaMtI6oRDyxQ', 'https://t3.gstatic.com/images?q=tbn:ANd9GcRoYUU6BjQyZTR0eO5HFXtoLpW2RKei-bfV5WUoufEd-IrzLyg-EX-mzoNM9rLQ5SkRVOO0irjFoCEV2dfpAE8NUw']",{'Description': 'Temporarily Close'},https://search.google.com/local/reviews?placeid=ChIJNSgy8Rtfd1MRJjwmNIF9PJE,"2,115 m",,#,"['All', '', 'hike', 'bus', 'trails', 'park', 'service road', 'cake', 'camp', 'pictures']"
Royal BC Museum,"Founded in 1886, the Royal British Columbia Museum consists of The Province of British Columbia's natural and human history museum as well as the British Columbia Provincial Archives. The museum is located in Victoria, British Columbia, Canada. The ""Royal"" title was approved by Queen Elizabeth II and bestowed by HRH Prince Philip in 1987, to coincide with a Royal tour of that year. The museum merged with the British Columbia Provincial Archives in 2003.
The Royal BC Museum includes three permanent galleries: Natural History, Becoming BC, and the First Peoples Gallery. The museum’s collections comprise approximately 7 million objects, including natural history specimens, artifacts, and archival records. The natural history collections have 750,000 records of specimens almost exclusively from BC and neighbouring states, provinces, or territories. The collections are divided into eight disciplines: Entomology, Botany, Palaeontology, Ichthyology, Invertebrate Zoology, Herpetology, Mammalogy, and Ornithology. The museum also hosts touring exhibitions. Wikipedia",4.7,"6,664 reviews","['https://lh5.googleusercontent.com/p/AF1QipP8PQmWRYFGz-UjpXQc4sC0kGbEG3_vELuMt-RJ=w296-h202-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPnHCSkJ-D0E-VTazKpNL59Z6q288ehgRELzaH6=w296-h202-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipObAc2BSUGzl8rR-t5qY726Jy1Ga5nxFbC0dJoC=w296-h202-n-k-no']","{'Friday': ' 10:00 – 18:00', 'Saturday': ' 10:00 – 18:00', 'Sunday': ' 10:00 – 18:00', 'Monday': ' 10:00 – 18:00', 'Tuesday': ' 10:00 – 18:00', 'Wednesday': ' Closed', 'Thursday': ' 10:00 – 18:00'}",https://search.google.com/local/reviews?placeid=ChIJ1e5UJJF0j1QR6VpPNf8TYiQ,"675 Belleville St, Victoria, BC V8W 9W2, Canada",,https://www.royalbcmuseum.bc.ca/,"['All', '', 'IMAX', 'natural history', 'mammoth', 'mayan', 'totem poles', 'canadian history', 'pharaoh', 'wildlife photography', 'wildlife photographer of the year']"
Peak 2 Peak Gondola Whistler,"The Peak 2 Peak Gondola is a tricable gondola lift at Whistler Blackcomb Resort in Whistler, British Columbia, linking Whistler Mountain's Roundhouse Lodge with Blackcomb Mountain's Rendezvous Lodge. It is the first lift to join the two side-by-side mountains. It held the world record for the longest free span between ropeway towers—3.03 kilometres until 2017 when the Eibsee Cable Car exceeded it by 189m. It is still the highest point above the ground—436 metres The Peak 2 Peak Gondola was built by the Doppelmayr Garaventa Group in 2007 and 2008 at a cost of CDN$51 million. The Peak 2 Peak Gondola is the first Doppelmayr ""3S"" tri-cable lift in North America; there are four similar but smaller lifts in Europe which were built in 1991, 1994, 2002, 2004 and 2010 in Switzerland, Austria, France and Germany. Whistler-Blackcomb has touted the gondola as an iconic attraction and uses it to transport skiers in the winter months as well as sightseers year round. Wikipedia",0.0,0,"['https://lh6.googleusercontent.com/proxy/Y3Ch671xjthOyi04b11QJZNGLlh6WvoO9kiLWWZSGkYavljOtwUJ1MdEWWAx1JQjcDLkkdf_fya7QSAdr461idWE-hgLjgBY26neR0cSmsYkmf88kWimh_RNRhR4LijtaEiUdJZkzW2L9DJ8TohIYU9UnftHsUQspl3XKS2kc44b=w296-h202-n-k-no', 'https://t1.gstatic.com/images?q=tbn:ANd9GcSiwGvtHKMyMLDXnE0TVusmnDQcmo29tJ7MnpBkMfmWFAsmcEcd2Ypxa_L0-Bnk5f8PIWl5k4GkOm7R2tuUJElnGA', 'https://lh5.googleusercontent.com/proxy/u7LdmksTmKhNGBI2wkMuVgYHfCirZ73eRJDpgcFnZhwt3CFIj_zIawQPUuBHXDyL2xbPvdC0JVeDs2q0Q1yJEylr2e-x_D5n2x_8LtqET-T08-ZpmOrUOyrzpAWOGeE2Zw71E-Z_pk1hP3tnWZS5R7Dvo_oxuvZrk34=w296-h202-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipPWCLXFiHunTF6KboBqh2oV83fLopkltbqwFNrT=w296-h202-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMexMMT4ULKBX4NowUKP-Yc0H4FpxPErJMPPfrG=w296-h202-n-k-no']",{'Description': 'Temporarily Close'},https://www.google.com/search?q=Peak+2+Peak+Gondola+Whistler&stick=H4sIAAAAAAAAAONgFuLQz9U3MDTNKlLiArFM0uJzq0y1FLOTrfRz8pMTSzLz8-AMq8SSkqLEZBCzGAAnPI4uOwAAAA#fpstate=trskp&trifp=kpq%253DPeak%252B2%252BPeak%252BGondola%252BWhistler%2526skpm%253D/m/04f_mz5%2526t%253Dd,NA,NA,NA,NA
Harbour Centre,"Harbour Centre is a skyscraper in the central business district of Downtown Vancouver, British Columbia, Canada which opened in 1977. The ""Lookout"" tower atop the office building makes it one of the tallest structures in Vancouver and a prominent landmark on the city's skyline. With its 360-degree viewing deck, it also serves as a tourist attraction with the Top of Vancouver Revolving Restaurant, offering a physically unobstructed view of the city.
Harbour Centre is located at 555 West Hastings Street in Downtown Vancouver. It is steps away from Waterfront Station, a major multi-modal transit hub which serves as the Downtown Vancouver terminal for various TransLink operations including SeaBus, West Coast Express, SkyTrain, Canada Line and buses. Simon Fraser University operates its downtown Harbour Centre campus in the adjoining Spencer building and houses the Center for Dialogue and Canadas World.
Vancouver Coast Guard Radio operates from Harbour Centre, providing distress watch and vessel traffic services to the North Arm Fraser River, Burrard Inlet, Indian Arm, English Bay and Howe Sound. Wikipedia",4.3,"3,635 reviews","['https://t0.gstatic.com/images?q=tbn:ANd9GcSz1ar71JA5S83WgeSl8FPiJ14mC69a8lZy0TeeeCrikgXxmey-L-fNuexLB1TUEkhkz8SpqQlwXgiwldv6iSYZkQ', 'https://t1.gstatic.com/images?q=tbn:ANd9GcR3kW0--qQbw1cXHRiJiiA_uZ6-McWLOdDMpf7ymH0HP33jNwqea95Xs9eq1KDYC_g_STCGevsJFHTQr-C1sVrzvQ', 'https://t2.gstatic.com/images?q=tbn:ANd9GcSScaFRlddvY-jOn5-0VWx7vr9CTfK4jDVmB3FHse125YDJYeTHXE9EMvRlcBL8-uPlUp3CH09UkKtkQC7NnkPFmQ']","{'Friday': ' 10:00 – 18:00', 'Saturday': ' 10:00 – 18:00', 'Sunday': ' Closed', 'Monday': ' 10:00 – 18:00', 'Tuesday': ' 10:00 – 18:00', 'Wednesday': ' 10:00 – 18:00', 'Thursday': ' 10:00 – 18:00'}",https://search.google.com/local/reviews?placeid=ChIJX8BlXXhxhlQRO73GDVzNf5c,"555 W Hastings St, Vancouver, BC V6B 4N6, Canada",,http://harbourcentre.com/,"['All', '', 'food court', 'tower', 'vision', 'liquor store', 'dollar store', 'sunset', 'observation deck', 'campus', 'cruise ships']"
False Creek,"False Creek is a short inlet in the heart of Vancouver. It separates downtown from the rest of the city. It was named by George Henry Richards during his Hydrographic survey of 1856-63. While traveling along the south side of the Burrard Inlet, he thought he was traversing a creek; upon discovering his error, he gave the waterway its modern name.
Science World is located at its eastern end. Proceeding east to west, it is crossed by the Cambie, Granville, and Burrard street bridges. The Canada Line rapid transit tunnel crosses underneath False Creek just west of the Cambie Bridge. It is one of the four major bodies of water bordering Vancouver along with English Bay, Burrard Inlet and the Fraser River. In 1986 it was the location of the Expo 86 World's Fair.
False Creek South is a neighbourhood that runs along the inlet starting under the Granville bridge and runs until under the Cambie bridge to the east Southeast False Creek starts from Cambie to main street. Wikipedia",4.7,84 reviews,"['https://lh5.googleusercontent.com/proxy/4WMPgaaxV3tGEvIJsgrdlvJWNzJzz6Rie9P6Th8PfvL085QP4cZ4nXnGfPNPnFsAj_N8CEz8V4bkcvVGLlKwdnve3xRTcbcbXRsvktQVNwbdpxGfK_x-X-xgQa_idmekVaCXXLYIS5WcQU7VIkZ0W4uUii1qwbmYBQAVZkVCH3UM=w296-h202-n-k-no', 'https://t2.gstatic.com/images?q=tbn:ANd9GcSv5I31rwDkmu5CuIvxvNfoL2gw9J9GFCEyK-e6WBzWPoqjnYloFzxBTgrDNG4dAxhuF0Y0yzfNc5J8PpwxIPZzpw', 'https://t1.gstatic.com/images?q=tbn:ANd9GcS9ArZYjLDQ67PES59u5WveifnfgLIoAM4897Nm-YnVyD90Qfb54eeDz1PpyRpN_2s4r0uZMABlf5adowdidQaUvg']",{'Description': 'Temporarily Close'},https://search.google.com/local/reviews?placeid=ChIJK33rpNZzhlQRwA_oOKDuFDI,NA,NA,NA,NA
Wells Gray Provincial Park,"Wells Gray Provincial Park is a large wilderness park located in east-central British Columbia, Canada. The park protects most of the southern, and highest, regions of the Cariboo Mountains and covers 5,250 square kilometres. It is British Columbia's fourth largest park, after Tatshenshini, Spatsizi and Tweedsmuir. Wikipedia",4.7,655 reviews,"['https://t3.gstatic.com/images?q=tbn:ANd9GcQjl0rfeK05f3GcnDnaDiWxcVtN4oPb85uacDTI4eOv7_5QRFr-XNKKQaaixKlRfETjWjIEYHr8ZojIhqqQiyRU6A', 'https://t2.gstatic.com/images?q=tbn:ANd9GcRVaiv2rgCr9unxOLDNfi-Im-wUvrxFTvg1EKfDa5Ua5V-gDTR7AJ8u3z2237Bm6yCRrdR7RO0F-wXUMq5QPswAZA', 'https://t0.gstatic.com/images?q=tbn:ANd9GcTdsyl2HWJFlXgucLAgdwYzrhmmKcUB9gLF-MH964dSDctqoS8CPfvfF3f6aspKJza-eM6prpdcls_zxMNgSxnagw']","{'Friday': ' Open 24 hours', 'Saturday': ' Open 24 hours', 'Sunday': ' Open 24 hours', 'Monday': ' Open 24 hours', 'Tuesday': ' Open 24 hours', 'Wednesday': ' Open 24 hours', 'Thursday': ' Open 24 hours'}",https://search.google.com/local/reviews?placeid=ChIJGSpSBcXbgVMRWT0ZRpEKXJ0,"416 Eden Rd, Clearwater, BC V0E 1N1, Canada",1 hour,http://www.env.gov.bc.ca/bcparks/explore/parkpgs/wells_gry/,"['All', '', 'waterfalls', 'hiking', 'beautiful', 'trails', 'bear', 'camp', 'lake', 'trip', 'wilderness']"
Blackcomb Peak,"Blackcomb Peak is a mountain located east of Whistler, British Columbia that forms the boundary between the Whistler Blackcomb ski resort and Garibaldi Provincial Park. Like Whistler Mountain, it is located on the edge of Garibaldi Provincial Park and the ski lifts are often used to access the park, particularly for the Spearhead Traverse.
Several skiing runs are established on the mountain, with Whistler Village at the base of the mountain on the side facing Whistler Mountain, and Blackcomb Village on the face opposite. The 2010 Winter Olympics sliding sports took place on its slopes, with the Whistler Sliding Centre located on it. Wikipedia",4.8,49 reviews,"['https://lh3.googleusercontent.com/proxy/eSw3atHwhlOR_2zw3uP_n1z5ulqHcuaSRIPXXhu0VnrxFwucFSUSGloPx1AX8bmUDCzmUGTr7MJtq6gQM6qFx2e4Xw0mG0isrU66ojHrIwXXf_cV7_GQNP9TsNpkmElojbU3QKMxqdmOnHN-5iGe6xLHg1DrqLMhTOhsJp0lFJIO=w296-h202-n-k-no', 'https://t3.gstatic.com/images?q=tbn:ANd9GcQ1ZAq3Tubq7kv15ysKd4Y5O04eT4Q4vXazg6CpohgX2CzQV_j3M-cfcdLezUhzs1lEl9-ikT_iY0WAx_0JeFcG8Q', 'https://t3.gstatic.com/images?q=tbn:ANd9GcSMCn43J2WApDvACnDFb1jI8mAiua7bZEvgfo4I0bwgTNrIV-_EvJEs_hp2n5b7imBBUC0WrAQF2OFxE_db9cMJMQ']",{'Description': 'Temporarily Close'},https://search.google.com/local/reviews?placeid=ChIJC6L0KnEkh1QR8A6mWCM7Hoo,NA,NA,NA,NA
Museum of Vancouver,"The Museum of Vancouver is a civic history museum located in Vanier Park, Vancouver, British Columbia. The MOV is the largest civic museum in Canada and the oldest museum in Vancouver. The museum was founded in 1894 and went through a number of iterations before being rebranded as the Museum of Vancouver in 2009. It creates Vancouver-focused exhibitions and programs that encourage conversations about what was, is, and can be Vancouver. It shares an entrance and foyer with the H. R. MacMillan Space Centre but the MOV is much larger and occupies the vast majority of the space in the building complex where both organisations sit as well as separate collections storage facilities in another building. Wikipedia",4.2,462 reviews,"['https://lh6.googleusercontent.com/proxy/ZQcWj4AmZVF3dFKYH0jaL6LlDukAYlbzE6nL-E9nEKnDT0qCwOBLV-DiOkJ04X9ExIyzvp38Tm6MUJNDOHw6uZTFcjQ_MesV_JUpOm0yu-DQemNWAIYf4deNghjfDX-0Y1dHUP7JVzrrOPcZQWJEuFLDY6LRuOlQNXgYTid_BAxe=w296-h202-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipOdr5j51SSs3pslfEZv7k3j-1QAxABw4OIVEM80=w296-h202-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipMC0JUF8Vhs_A1qsEkBprVMzuGcafEHkuZILDmx=w296-h202-n-k-no']","{'Friday': ' 10:00 – 16:00', 'Saturday': ' 10:00 – 16:00', 'Sunday': ' 10:00 – 16:00', 'Monday': ' Closed', 'Tuesday': ' Closed', 'Wednesday': ' Closed', 'Thursday': ' 10:00 – 16:00'}",https://search.google.com/local/reviews?placeid=ChIJHZSzNzNyhlQRzmus61cqE5Y,"1100 Chestnut St, Vancouver, BC V6J 3J9, Canada",,http://www.museumofvancouver.ca/,"['All', '', 'exhibits', 'learn', 'space', 'family', 'information', 'area', 'rainy', 'ticket', 'the seventies']"
Mount Assiniboine,"Mount Assiniboine, also known as Assiniboine Mountain, is a pyramidal peak mountain located on the Great Divide, on the British Columbia/Alberta border in Canada.
At 3,618 m, it is the highest peak in the Southern Continental Ranges of the Canadian Rockies. Mt. Assiniboine rises nearly 1,525 m above Lake Magog. Because of its resemblance to the Matterhorn in the Alps, it is nicknamed the ""Matterhorn of the Rockies"".
Mt. Assiniboine was named by George M. Dawson in 1885. When Dawson saw Mt. Assiniboine from Copper Mountain, he saw a plume of clouds trailing away from the top. This reminded him of the plumes of smoke emanating from the teepees of Assiniboine Indians.
Mt. Assiniboine lies on the border between Mount Assiniboine Provincial Park, in British Columbia, and Banff National Park, in Alberta. The park does not have any roads and thus can only be reached by a six-hour hike or horse-pack 27 km, three-hour bike ride or helicopter. The usual approach is via Bryant Creek. From Canmore follow the Smith-Dorien road to the Mount Shark parking lot. The trail is well signed. A helipad is also here. Wikipedia",4.6,34 reviews,"['https://t1.gstatic.com/images?q=tbn:ANd9GcRpxhNdlMa_9TopwTmgkhgOs3DaCN4qDo7tlqPtbf15Mplp8NN-yUaToIpWoUrgTj-r5q8ZtXFwW4I4G7aBu6DEtw', 'https://t2.gstatic.com/images?q=tbn:ANd9GcT2JVauWC4O0NhbJ5JIWfaoqeBjHFY73lFovEcEuoYCOmepo0677Nq75-m1x37_IieyYmH3OdBdVG6zhj49h-k8nQ', 'https://t3.gstatic.com/images?q=tbn:ANd9GcTe-y8Ju0ZDystauBd5ITrNFiWtf2gSQ7eXm24MZVJmWAGMoS3ZyscMsGEga5dmQwEkqloUXoX07gUaEUPeEmjJxg']",{'Description': 'Temporarily Close'},https://search.google.com/local/reviews?placeid=ChIJ4-OpXp-icFMR86P0Z9MVzXc,NA,NA,NA,NA
Helmcken Falls,"Helmcken Falls is a 141 m waterfall on the Murtle River within Wells Gray Provincial Park in British Columbia, Canada. The protection of Helmcken Falls was one of the reasons for the creation of Wells Gray Provincial Park in 1939.
Helmcken Falls is the fourth highest waterfall in Canada, measured by total straight drop without a break. Higher Canadian waterfalls are Hunlen Falls in Tweedsmuir Provincial Park, Takakkaw Falls in Yoho National Park, and Della Falls in Strathcona Provincial Park, all in British Columbia.
There are six other waterfalls on the Murtle River, upstream from Helmcken Falls. The others are The Mushbowl, Dawson Falls, Majerus Falls, Horseshoe Falls, Meadow Falls and McDougall Falls. Only Helmcken, The Mushbowl and Dawson can be reached by road. Majerus, Horseshoe and McDougall Falls are accessed by trails. Meadow Falls is very difficult to view, except by air. Wikipedia",4.8,311 reviews,"['https://t2.gstatic.com/images?q=tbn:ANd9GcRl40-aUF1-Hp5sObdIrN7UlaUZrJkSrDpVTdd8PbCxkGlW9cC5NIN2re9N4UfM0P-V-k4RqQrxOsGMU9cWLOgNmA', 'https://t2.gstatic.com/images?q=tbn:ANd9GcTA0jde3e7BE4aO0obUdMtH2FUK7NkvEIcZvHVRH7o1Y5BlrWlh3h-hvifD7PPJvicZ6x95I5Ehx17dvu-jaUh7Aw', 'https://t0.gstatic.com/images?q=tbn:ANd9GcTeTspTRpB0ld8i_jpKn3UH9n8L2L9ZgbjuKKjG2BZK2h8mUnzqPIqXj_l6MPazH9XZV4P2db8oxXvIIQIUptHFxg']",{'Description': 'Temporarily Close'},https://search.google.com/local/reviews?placeid=ChIJw6lw7_eVgVMRaNr2eDTuDa8,"Helmcken Falls Rd, Thompson-Nicola, BC, Canada",,http://www.env.gov.bc.ca/bcparks/merchandise/,"['All', '', 'beautiful', 'trail', 'hike', 'parking lot', 'viewing platform', 'winter', 'area', 'mosquito repellent', 'trees']"
Mount Robson Provincial Park,"Mount Robson Provincial Park is a provincial park in the Canadian Rockies with an area of 2,249 km². The park is located entirely within British Columbia, bordering Jasper National Park in Alberta. The B.C. legislature created the park in 1913, the same year as the first ascent of Mount Robson by a party led by Conrad Kain. It is the second oldest park in the provincial system. The park is named for Mount Robson, which has the highest point in the Canadian Rockies and is located entirely within the park. Wikipedia",4.7,990 reviews,"['https://t3.gstatic.com/images?q=tbn:ANd9GcReWSrBfWFIH7B_Bf2liza8Kf9RSu7AhBncVes6niowPGtAPjsAdGfgEU2YJpc_8kCEyokBtump8mZiH-OjnDJTqQ', 'https://t2.gstatic.com/images?q=tbn:ANd9GcT-pnm6UGqhRWJmckxz55DIKWICL_MSSWDbp5nFsfQ95hgg68omZeA58i5_J2rrpppl38kgaQFRKqqXzsZI2KacxA', 'https://t0.gstatic.com/images?q=tbn:ANd9GcTB8-ZzeZ-W3NKZxiPEajq-sWYDiC2XQCnah0fBLLRjQ2uBsEBXpCZFNsaP1JiH6GzFQkntCDbUpcZRTSOMJy3IrQ']",{'Description': 'Temporarily Close'},https://search.google.com/local/reviews?placeid=ChIJOxpMBqAWg1MRTfPbRogvNpA,"Fraser-Fort George H, BC, Canada",,http://www.env.gov.bc.ca/bcparks/explore/parkpgs/mt_robson/,"['All', '', 'mountain', 'beautiful', 'scenery', 'visitor center', 'campground', 'trip', 'highway', 'gift shop', 'glacier']"
Legislative Assembly of British Columbia,"The British Columbia Parliament Buildings are located in Victoria, British Columbia, Canada, and are home to the Legislative Assembly of British Columbia.
The Speaker and the Serjeant-at-Arms are amongst those responsible for the legislative precinct, which by statute include the Parliament Buildings and grounds.
The Neo-baroque buildings face north on Belleville Street facing the Inner Harbour and diagonally across from The Empress Hotel. A statue of Queen Victoria stands on the front lawn as well the British Columbia Legislature Cenotaph commemorating the province's World War I, World War II, Korean War and Afghanistan War dead. Atop the central dome is a gold-covered statue of Captain George Vancouver. Free guided tours of the facility are offered year-round. Wikipedia",4.7,731 reviews,"['https://lh6.googleusercontent.com/proxy/fk_teqcEFb-xZtHQ1POH7J-0RSSEeDLKwV3YSGmBh-9I5Bf-DRIbuSGNvbmuZLTjm7qsf0A9TW9TnhXF_pmGypozsEe9nxAFpioqHSky23MBNZzmTu87KDCFWRZb6VQoi-AUtX_uZPc1bfh5MlPW8wEvVCn8Fc2jFiZYVeDKdR-d=w296-h202-n-k-no', 'https://t1.gstatic.com/images?q=tbn:ANd9GcRSpKEogQDchLuiePI2OFkgh_VV4DDxfUMS2M6ZU1ahmIAHOLXSTdqMVWMMMuFGovdxVqjXEYoq0mP6dJcIzrhm3Q', 'https://t0.gstatic.com/images?q=tbn:ANd9GcRf5QdlPTSSrty-o3YAd6JHSy9mxyW3dpcE_cLpxQFXWtNry_dIl44_40yZv2L5mBFrPgUKSRdyj-4ENIQ_5w8zXA']","{'Friday': ' 08:30 – 16:30', 'Saturday': ' Closed', 'Sunday': ' Closed', 'Monday': ' 08:30 – 16:30', 'Tuesday': ' 08:30 – 16:30', 'Wednesday': ' 08:30 – 16:30', 'Thursday': ' 08:30 – 16:30'}",https://search.google.com/local/reviews?placeid=ChIJgcJti4R0j1QRHW6-NyyjuKg,"501 Belleville St, Victoria, BC V8V 2L8, Canada",,#,"['All', '', 'beautiful', 'architecture', 'history', 'night', 'lights', 'tour', 'lawn', 'self guided', 'harbour']"
Kitsilano Beach,"Kitsilano Beach is one of the most popular beaches in Vancouver, especially in the warm summer months. Located at the north edge of the Kitsilano neighbourhood, the beach faces out onto English Bay. The beach is home to the longest swimming pool in Canada, the salt-water outdoor Kitsilano Pool, operated by the Vancouver Park Board and open annually from May to September.
Toward the northern edge of the beach is a playground and a number of beach volleyball courts.
In the Squamish language, it is called Xwupxpayʼem, which translates to ""having red cedar"".
In 2005, the old bath house structure was demolished and in its place a new, modern structure was built featuring the Watermark restaurant on top, boasting an expansive view of the beach and English Bay. Recently the Watermark building was sold to The Boathouse restaurant franchise. Wikipedia",4.6,493 reviews,"['https://lh5.googleusercontent.com/proxy/XT7w2v0LD5-AJe6HdFzWoJlo7oStbSpHDrYmlVFCAntetZXc9Hj_tIHY-P5pzFrZviPG7y9aVeEsYq11ddLx3I3Gh7BpW68HIrAMOlcKYYerdpnDHPkyIqIGtKpBf_x4Iyw0jCPn0DRCjfvlMVl2umw01pRs9lJSQ9zzUrKNm8ys=w296-h202-n-k-no', 'https://t3.gstatic.com/images?q=tbn:ANd9GcQwM6tJMRANpRX8hbZTYmNBpboWhr6h5UalQz1I5WbUQqgwxAQxt5exGwsR3hHZf98mVv3-yKf9eoZ7yDoVqVCRiA', 'https://t0.gstatic.com/images?q=tbn:ANd9GcTbqdaaeq-EbPojhGo04JPLRBh1Qf_YPyYCw8jmo9GMfoCYyFSEOH_p9DByH_UrBDWhA_p1jh8s4Ba-mQyGm_IzJw', 'https://lh6.googleusercontent.com/proxy/8KbqynY4CEUfWPGA7CtS-NzYunZCVkjyFCzLZFGS33rm5savf1hcgr7mksGv-y1FP5ZWzxnqGY5AviqRoh2Z8hwMYJSljjuuM-REoeOPJzn2vEUGLi7bS1igFmo3PMVkemk9zFWR9h0OsIAYn4eXe2DCnkweTRx9lTo=w296-h202-n-k-no', 'https://lh5.googleusercontent.com/p/AF1QipNlbg4Q3BtmRCCpqHc6Nrz4SZIYOUhWDMvBLbi4=w296-h202-n-k-no']",{'Description': 'Temporarily Close'},https://search.google.com/local/reviews?placeid=ChIJHUYfoDVyhlQRrGFzpe5fhaQ,British Columbia,,http://vancouver.ca/parks-recreation-culture/kitsilano-beach.aspx,"['All', '', 'walk', 'pool', 'playground', 'ocean', 'mountains', 'basketball', 'picnic', 'tennis courts', 'weather']"
RED Mountain Resort,"Red Mountain is a ski resort in 4300 Red Mountain Rd., Rossland, VOG 1YO, British Columbia, Canada. Wikipedia",4.8,612 reviews,"['https://t3.gstatic.com/images?q=tbn:ANd9GcSr1_D45hK_BHfOe4YJIDoVvpPZ1i7-6jIFBk7pL8TeX5pZh1k-lWVuz8KlL8V42F5JyDN5XAn39XAGBDhttObaCQ', 'https://t3.gstatic.com/images?q=tbn:ANd9GcQ22Dsa_gGz9opqVT7SFOhr6ZwqR824kIJsyEhwTX5X6hHH6LFdUFb_hngedPUTPsXchpV_lLGtIvV1zfs38ZZ_nA', 'https://t1.gstatic.com/images?q=tbn:ANd9GcToeqVOzVTq14V6xpIn-sGCGod3Lakn-R53YQCuOtDhzJlpSPeqas-b3kdpeMZ1HIh5NVlmVS84OWt_QucgTmYJTA']","{'Friday': ' 08:30 – 16:00', 'Saturday': ' 08:30 – 16:00', 'Sunday': ' 08:30 – 16:00', 'Monday': ' 08:30 – 16:00', 'Tuesday': ' 08:30 – 16:00', 'Wednesday': ' 08:30 – 16:00', 'Thursday': ' 08:30 – 16:00'}",https://search.google.com/local/reviews?placeid=ChIJ1031qGXQYlMR3z74yOIddD8,"4300 Red Mountain Rd, Rossland, BC V0G 1Y0, Canada",10 min to 1 hr,http://www.redresort.com/,"['All', '', 'powder', 'lodge', 'chairs', 'trees', 'town', 'glade skiing', 'glades', 'cat', 'amenities']"
