,ID,resId,title
5336,5336,5336,Chef on the Run
5337,5337,5337,The Pine Inn
5338,5338,5338,New Tokyo Sushi
5339,5339,5339,Link's Pub & Grill
5340,5340,5340,Riverhouse Restaurant
5341,5341,5341,Chetwynd Bistro
5342,5342,5342,Pizzarama Pizzaria
5343,5343,5343,Trucker's Diner
5344,5344,5344,Pine River Svc
5345,5345,5345,Red Lion Tavern
5346,5346,5346,Stagecoach Restaurant
5347,5347,5347,New Blue Sky Restaurant
5348,5348,5348,Chetwynd Truck Stop
5349,5349,5349,Dragon Palace
5350,5350,5350,June's Country Kitchen
5351,5351,5351,Old Town Bakery
5352,5352,5352,Sawmill TapHouse and Grill
5353,5353,5353,Haida Way Restaurant
5354,5354,5354,Scoops By The Sea
5355,5355,5355,Red Rooster Diner
5356,5356,5356,Horseshoe Bay Inn
5357,5357,5357,Cedrick's Coffee House
5358,5358,5358,Plantitude-kind food
5359,5359,5359,Mt Brenton Lounge & Cafe
5360,5360,5360,Baby Bears Ice Cream Shoppe
5361,5361,5361,Zack’S Lounge
5362,5362,5362,In the Beantime Cafe
5363,5363,5363,Misfits Fitness Studio and Health Bar
5364,5364,5364,Ironworks Cafe & Creperie
5365,5365,5365,Kaede
5366,5366,5366,Pho Triple 7 Restaurant
5367,5367,5367,Maya Norte
5368,5368,5368,Green Lantern Sports Pub & Grill
5369,5369,5369,Maple Lane Cafe
5370,5370,5370,Willow Street Cafe
5371,5371,5371,Chemainus BC
5372,5372,5372,Saison Market Vinyard
5373,5373,5373,The Book Nook Coffee House
5374,5374,5374,Red Cafe
5375,5375,5375,Fox and Hounds
5376,5376,5376,Roberts St Pizza
5377,5377,5377,Appetit Food for Thought
5378,5378,5378,Thai Pinto Cuisine
5379,5379,5379,Ma Maison
5380,5380,5380,Bonnie Martin Restaurant
5381,5381,5381,Utopia Bakery Cafe
5382,5382,5382,Owl's Nest Bakery and Bistro
5383,5383,5383,Impulse Pizza
5384,5384,5384,Wild Poppy Bistro
5385,5385,5385,Sushi Kuni
5386,5386,5386,Sushi Wara
5387,5387,5387,Chemainus Bakery & Deli
5388,5388,5388,Golden Ears Farm
5389,5389,5389,Baked Pastry & Bakeshop
5390,5390,5390,FST Donair
5391,5391,5391,Casey's Neighbourhood Pub
5392,5392,5392,Saigon Noodles
5393,5393,5393,Mid Orient Cafe
5394,5394,5394,Mondo Restaurant
5395,5395,5395,Mings Kitchen
5396,5396,5396,Just Jacks
5397,5397,5397,Lil Ava's Pizza
5398,5398,5398,Soul Sweet Cafe & 250 Pizza
5399,5399,5399,Mastaro Sushi
5400,5400,5400,The Northern Diner
5401,5401,5401,Pho A Pho Saigon
5402,5402,5402,Flavour
5403,5403,5403,Asian Fiesta Restaurant
5404,5404,5404,Olio's Pizza & Pasta
5405,5405,5405,Mama Panda
5406,5406,5406,The Canadian Grind Coffee & Tea
5407,5407,5407,North Bar & Grill
5408,5408,5408,Hungry Bear
5409,5409,5409,Pizza 73
5410,5410,5410,Patch Java Coffee House & Roasterie
5411,5411,5411,Spicy Fusion
5412,5412,5412,Roustabouts
5413,5413,5413,Q Spot
5414,5414,5414,Il Lago Family Italian Restaurant & Sports bar
5415,5415,5415,Indian Essence Bistro
5416,5416,5416,The Shepherd's Inn
5417,5417,5417,The Canadian Brewhouse & Grill (Fort St. John)
5418,5418,5418,Fifty-Four Cafe
5419,5419,5419,Maks Diner
5420,5420,5420,T J's Country Kitchen
5421,5421,5421,Humpty'S Family Restaurants
5422,5422,5422,Curry On FSJ
5423,5423,5423,The Caffeination Station
5424,5424,5424,Taylor Inn Restaurant
5425,5425,5425,Whole Wheat and Honey Cafe
5426,5426,5426,Olive Tree Mediterranean Grill
5427,5427,5427,Pop's Pizza&Pasta
5428,5428,5428,MR MIKES SteakhouseCasual Fort St John
5429,5429,5429,Music Junkies Cafe
5430,5430,5430,Audielicious
5431,5431,5431,Silver Creek Cookhouse
5432,5432,5432,Black Cats BBQ & Burgers
5433,5433,5433,Cass's Kitchen
5434,5434,5434,Sung's
5435,5435,5435,Sushi Heaven
5436,5436,5436,Miradoro Restaurant
5437,5437,5437,Branding Iron Bar & Grill
5438,5438,5438,Row Fourteen Restaurant at Klippers
5439,5439,5439,Mom & Pops
5440,5440,5440,BoBoys Tasty Treats
5441,5441,5441,Cock & Bull Cappuccino Bar
5442,5442,5442,Wrong Turn Tavern
5443,5443,5443,Auntie Ag's Seafood Cafe
5444,5444,5444,Ranch Restaurant
5445,5445,5445,Nickelplate Restaurant
5446,5446,5446,Bokboks Pizza Plus
5447,5447,5447,Flatbread farms
5448,5448,5448,Terrafina at Hester Creek
5449,5449,5449,Fairview Mountain Golf Course Restaurant
5450,5450,5450,Savvios Family Restaurant
5451,5451,5451,K Mountain Diner
5452,5452,5452,Benja Thai Restaurant
5453,5453,5453,Medici's Gelateria & Coffee House
5454,5454,5454,Tree To Me Market - Cafe
5455,5455,5455,The Tea Room
5456,5456,5456,Hammer's House of Hog
5457,5457,5457,El Sabor De Marina
5458,5458,5458,Samosa Gardens
5459,5459,5459,Gold Train II Express
5460,5460,5460,Grand Crystal Seafood Restaurant
5461,5461,5461,Angie's
5462,5462,5462,Sushi Yoi
5463,5463,5463,Norland Grill Restaurant
5464,5464,5464,Amelia Restaurant
5465,5465,5465,Hi Dozo
5466,5466,5466,VINA Vietnamese
5467,5467,5467,Dooboo Korean BBQ
5468,5468,5468,Kaffi Espresso Bar
5469,5469,5469,Atlas Steak + Fish
5470,5470,5470,Gallery Bistro Port Moody
5471,5471,5471,Tandoori Flame Restaurants
5472,5472,5472,Woody's Pub
5473,5473,5473,Met Bar and Grill
5474,5474,5474,Eagle Creek Bar & Restaurant
5475,5475,5475,Spacca Napoli
5476,5476,5476,Hayashi Sushi
5477,5477,5477,Pearl House
5478,5478,5478,Sapperton District Taphouse
5479,5479,5479,Mackin Restaurant
5480,5480,5480,Paddlewheeler Pub
5481,5481,5481,Mexican Chipotle Grill Metrotown
5482,5482,5482,The Boss Restaurant Metrotown Metropolis
5483,5483,5483,Momiji Japanese Restaurant
5484,5484,5484,Sushi Modo
5485,5485,5485,Winchester Cafe
5486,5486,5486,Delicious BBQ Ltd
5487,5487,5487,Romana Pizza & Steak House
5488,5488,5488,Game Changers Bistro
5489,5489,5489,Kato
5490,5490,5490,Sushi well
5491,5491,5491,Hong Sushi
5492,5492,5492,Maple Pizza
5493,5493,5493,Kenzo Japanese Noodle House
5494,5494,5494,Triple Coconut Tree Restaurant
5495,5495,5495,Chengdu Spicy
5496,5496,5496,Honjin Ramen
5497,5497,5497,Olympia Taverna
5498,5498,5498,Saemaul Rice Dessert Cafe
5499,5499,5499,Saigon Ivy
5500,5500,5500,Jang Mo Jib
5501,5501,5501,TerraCotta Boyz
5502,5502,5502,Liuyishou Hotpot Burnaby
5503,5503,5503,Bubble World Restaurant
5504,5504,5504,China Express
5505,5505,5505,Lhy Thai Restaurant
5506,5506,5506,Ichimi Sushi
5507,5507,5507,CAVU Kitchen Bar
5508,5508,5508,Bbong Korean Restaurant
5509,5509,5509,Nonhyun Samgyetang
5510,5510,5510,Dasarang Burnaby
5511,5511,5511,Underground Pizza Co
5512,5512,5512,Katsuya
5513,5513,5513,John B. Neighbourhood Pub
5514,5514,5514,Pbf Pita Bread Factory
5515,5515,5515,Personas Patio Restaurant and Lounge
5516,5516,5516,Paul's Maot Bar
5517,5517,5517,Nana's Bakery
5518,5518,5518,Agra Tandoori
5519,5519,5519,Donairville & Cafe
5520,5520,5520,Chao Shou Wang Restaurant
5521,5521,5521,Sushi Day
5522,5522,5522,Bronco Bell Texas BBQ
5523,5523,5523,Insadong Restaurant
5524,5524,5524,Isami Sushi
5525,5525,5525,Indian Wok
5526,5526,5526,Little Minh's Kitchen
5527,5527,5527,Yauti Jr.
5528,5528,5528,Cove Sushi
5529,5529,5529,Crystal Palace Restaurant
5530,5530,5530,Deepwater Micro Eatery
5531,5531,5531,Gino's Restaurant
5532,5532,5532,Epic Grill Silogs
5533,5533,5533,Chatime (New West)
5534,5534,5534,Sushi California
5535,5535,5535,Moonflower Cafe
5536,5536,5536,Pho D’Lite Restaurant
5537,5537,5537,Highlight by Re-Up BBQ
5538,5538,5538,The Heart Cafe
5539,5539,5539,Anatolia's Gate
5540,5540,5540,IKEA Coquitlam Food Court
5541,5541,5541,Nao sushi
5542,5542,5542,The Bao Place
5543,5543,5543,Korea House Restaurant
5544,5544,5544,Sushi Q Tea Cafe
5545,5545,5545,Jin Jiang Shanghai Restaurant
5546,5546,5546,Corner Cafe
5547,5547,5547,Tirol Restaurant & Deli
5548,5548,5548,Bo Wah Fast Food
5549,5549,5549,Tandoori Kona
5550,5550,5550,Sushi Paradise
5551,5551,5551,Waffle House
5552,5552,5552,Zaaki Cuisine
5553,5553,5553,Soup Plus
5554,5554,5554,JOEY Coquitlam
5555,5555,5555,Sushi Tang
5556,5556,5556,Kazu Japanese Restaurant
5557,5557,5557,La Fontana Caffe
5558,5558,5558,Grand River Seafood Restaurant
5559,5559,5559,O Grill Yakiniku
5560,5560,5560,Saffron Indian Cuisine
5561,5561,5561,Hwa Yuan Restaurant
5562,5562,5562,Garlic Pepper Szerchuan
5563,5563,5563,Stefanos Restaurant
5564,5564,5564,Cafe Tanja
5565,5565,5565,Hong Kong No 1 Chinese Restaurant
5566,5566,5566,Korean & Japanese Da Ha Ri
5567,5567,5567,JOEY Burnaby
5568,5568,5568,Osaka Island
5569,5569,5569,The Old Bavaria Haus Restaurant
5570,5570,5570,Okoman Restaurant
5571,5571,5571,Shanghai Dimsum House
5572,5572,5572,Bourbon Street Grill
5573,5573,5573,Connected Minds Cafe and Roastery
5574,5574,5574,Haenam Korean Restaurant
5575,5575,5575,Russian House Restaurant
5576,5576,5576,Lazymeal
5577,5577,5577,Chan's Garden
5578,5578,5578,Scallion's Bistro
5579,5579,5579,Brooklyn Tap & Grill
5580,5580,5580,Twisted Taphouse
5581,5581,5581,Arisu Korean BBQ
5582,5582,5582,Donair House
5583,5583,5583,C Market Coffee
5584,5584,5584,Genji Sushi
5585,5585,5585,Tenen
5586,5586,5586,Trade Winds Restaurant
5587,5587,5587,Bara Sushi + BBQ
5588,5588,5588,Scott Hill Pizza
5589,5589,5589,Sarpinos Pizza
5590,5590,5590,Green Lemongrass
5591,5591,5591,Jinya Ramen Bar
5592,5592,5592,Flavor Balance
5593,5593,5593,Stan's Pizza Joint
5594,5594,5594,Little Cockatoo Cafe Restaurant
5595,5595,5595,A & W #0173 Loughheed Mall
5596,5596,5596,Kamamarui Ramen & Don
5597,5597,5597,Papa Dave's Pizza
5598,5598,5598,Manny's Grill and Silog
5599,5599,5599,Canadian Pizza Plus
5600,5600,5600,L'artista Italian Restaurant
5601,5601,5601,Chopsticks Restaurant
5602,5602,5602,Peking Restaurant
5603,5603,5603,Miki Sushi Japanese Restaurant
5604,5604,5604,Cattle Cafe 牛仔餐廳
5605,5605,5605,Paros Taverna
5606,5606,5606,Aroma Indian Restaurant and Lounge
5607,5607,5607,Venus Place
5608,5608,5608,The Coquitlam Grill
5609,5609,5609,CoCo Fresh Tea & Juice
5610,5610,5610,Bluefin Sushi
5611,5611,5611,Pho Chan Vietnamese Restaurant
5612,5612,5612,Sushi Bar Kilala
5613,5613,5613,Bamboo House
5614,5614,5614,Forest Grove Pizza
5615,5615,5615,Szechuan Tasty Restaurant
5616,5616,5616,Gilmore Restaurant
5617,5617,5617,La Perla Ballroom
5618,5618,5618,Steve's Poke Bar (SFU) Inc.
5619,5619,5619,Pasta Amore Ristorante
5620,5620,5620,That Place Restaurant
5621,5621,5621,Zeta Cafe
5622,5622,5622,Pho Pho You
5623,5623,5623,Ethno Restaurant Vayat
5624,5624,5624,Tentatsu
5625,5625,5625,Mumbai Masala Restaurant
5626,5626,5626,The Taco Factory
5627,5627,5627,Deep Cove Brewers and Distillers
5628,5628,5628,Burnaby Palace Restaurant
5629,5629,5629,Donegal's Irish House
5630,5630,5630,Mirch Masala
5631,5631,5631,The Keg Steakhouse + Bar Burnaby
5632,5632,5632,Kushi Mura Izakaya
5633,5633,5633,Weekend Tea
5634,5634,5634,The Terminal Pub
5635,5635,5635,Seasons Apple Cafe
5636,5636,5636,Hop and Vine Taphouse
5637,5637,5637,Tomas Cook Family Restaurant
5638,5638,5638,Nando's South Burnaby (Big Bend)
5639,5639,5639,Mark Twain Restaurant Steak
5640,5640,5640,So Crab So Good Restaurant Metrotown
5641,5641,5641,Mongo Bongo
5642,5642,5642,Great Wall Tea Co.
5643,5643,5643,Green Leaf Cafe
5644,5644,5644,Govinda's Restaurant
5645,5645,5645,W Restaurant
5646,5646,5646,Mahek Restaurant and Lounge
5647,5647,5647,Queensbro Pizza
5648,5648,5648,Rosemary Rocksalt -Park & Tilford
5649,5649,5649,Pizza Pizzeria
5650,5650,5650,Fins Waterfront Restaurant
5651,5651,5651,Chop Steakhouse & Bar
5652,5652,5652,Woomi Sushi
5653,5653,5653,Sushimoto Enterprises
5654,5654,5654,Swiss Chalet
5655,5655,5655,Thai's Saigon Bistro
5656,5656,5656,Nao Sushi
5657,5657,5657,The Brownsville Pub
5658,5658,5658,eF & Be Bakehouse
5659,5659,5659,Chong Qing
5660,5660,5660,IT Char Burger
5661,5661,5661,Longtail Kitchen
5662,5662,5662,Fraserview Meat & Tandoori House
5663,5663,5663,Olivetree Royal Kitchen
5664,5664,5664,Happy Break Cafe
5665,5665,5665,Taps & Tacos Restaurant
5666,5666,5666,Ingrain Pastificio
5667,5667,5667,Bluhouse Eatery
5668,5668,5668,Oh! Zzhu Sam Korean Restaurant
5669,5669,5669,Neptune Wonton Noodle
5670,5670,5670,Chachi's
5671,5671,5671,Sugar Lab Pancake House
5672,5672,5672,Shandong Handmade Noodle
5673,5673,5673,Admiral Pub and Grill
5674,5674,5674,Pho Nam
5675,5675,5675,Balkan House
5676,5676,5676,Lougheed Village Bar and Grill
5677,5677,5677,Meetrice Noodles
5678,5678,5678,Kayan Shisha Hookah Cafe
5679,5679,5679,Smoking Pig
5680,5680,5680,Chettinad Dosa Palace
5681,5681,5681,Godiva Chocolatier
5682,5682,5682,Sandwich Tree
5683,5683,5683,DJJ's Wedge Pizza
5684,5684,5684,Nestle Toll House Cafe - Shops at New West Station
5685,5685,5685,Duck
5686,5686,5686,Cotto Enoteca Pizzeria
5687,5687,5687,Angelina's
5688,5688,5688,Old Surrey
5689,5689,5689,Paradise Vegetarian Noodle House
5690,5690,5690,508 Bistro
5691,5691,5691,Take Sushi
5692,5692,5692,James Street Cafe & Grill
5693,5693,5693,The Raven Pub
5694,5694,5694,Artusi
5695,5695,5695,Aria Kabab House & Grill
5696,5696,5696,Himalayan Peak
5697,5697,5697,Amorosa Pasta House
5698,5698,5698,Brazil Cafe
5699,5699,5699,Olove Greek Kitchen
5700,5700,5700,Red Bar Lounge
5701,5701,5701,Rosa's Cucina Italiana
5702,5702,5702,North Garden Cafe Restaurant
5703,5703,5703,Judge Begbies Tavern
5704,5704,5704,Pho Maxima Restaurant
5705,5705,5705,241 Pizza
5706,5706,5706,Mini European Deli
5707,5707,5707,Wang Ga Ma Restaurant
5708,5708,5708,Mediterranean Donair House
5709,5709,5709,Sadie's Lunchworks
5710,5710,5710,Donair ville
5711,5711,5711,Japarrito
5712,5712,5712,Sasaya Bistro
5713,5713,5713,The Viet Noodle Guy
5714,5714,5714,Giancarlo Italian Deli
5715,5715,5715,Fortune House Seafood Restaurant
5716,5716,5716,Fresh Box
5717,5717,5717,Me-N-Eds Pizza Parlour
5718,5718,5718,Tairyouichiba
5719,5719,5719,Perk & Puff Cafe
5720,5720,5720,Achillies Restaurant
5721,5721,5721,Chez Meme Baguette Bistro
5722,5722,5722,Pho 99 Vietnamese Noodle House
5723,5723,5723,75 West Coast Grill
5724,5724,5724,Little Tea House
5725,5725,5725,Big Wok Cafe
5726,5726,5726,Taverna Greka Restaurant
5727,5727,5727,Grand Seasons Restaurant
5728,5728,5728,Bernie's Bakery
5729,5729,5729,Tasty & Nourishing
5730,5730,5730,The Royal Crown Castle
5731,5731,5731,Ma Chai Restaurant
5732,5732,5732,Backstage Cafe
5733,5733,5733,Mr. Greek Donair Shop
5734,5734,5734,Safari Snack House & Grill
5735,5735,5735,Vina Vietnamese
5736,5736,5736,Dublin Castle Pub & Grill
5737,5737,5737,Sfinaki Greek Taverna
5738,5738,5738,Golden Pita
5739,5739,5739,Donair and Sub House
5740,5740,5740,Agra Tandoori Restaurant
5741,5741,5741,Gokudo Shabu Shabu
5742,5742,5742,Lucky Gate Chinese Restaurant
5743,5743,5743,Red Bean Teahouse Express
5744,5744,5744,Blue Duck Cafe
5745,5745,5745,Jejudo
5746,5746,5746,Andrea's Original Coffee & Cakes
5747,5747,5747,New West Wonton House
5748,5748,5748,Wild Thyme Restaurant
5749,5749,5749,Dae Ji Pork Cutlet House
5750,5750,5750,Peppers Grill
5751,5751,5751,The Rolling Dough
5752,5752,5752,Mr Chili Noodle House
5753,5753,5753,Ace Cafe
5754,5754,5754,Georgio's Cafe
5755,5755,5755,Qin Ma Grill
5756,5756,5756,Time & Place
5757,5757,5757,First Choice
5758,5758,5758,Burrard Public House
5759,5759,5759,Icy Bar
5760,5760,5760,Double One Chinese Restaurant
5761,5761,5761,Burger Heaven Restaurant
5762,5762,5762,Bamboo Garden Restaurant
5763,5763,5763,Ramen Raijin
5764,5764,5764,Coming Home Cafe
5765,5765,5765,Pearl Drops Teahouse
5766,5766,5766,Cafe Sweets and Beans
5767,5767,5767,Okonomi Sushi Restaurant
5768,5768,5768,Yianni's Greek Taverna
5769,5769,5769,Sushi Giwa
5770,5770,5770,Taza Falafel House
5771,5771,5771,88 Noodle House
5772,5772,5772,Lougheed Wonton Restaurant
5773,5773,5773,Bool Tteok
5774,5774,5774,Lamajoun
5775,5775,5775,Elements Cafe
5776,5776,5776,Sa Rang Chae
5777,5777,5777,Anton's Pasta Bar
5778,5778,5778,Twin Sails Brewing
5779,5779,5779,Denny's Of Canada
5780,5780,5780,IThai
5781,5781,5781,Milltown Bar & Grill
5782,5782,5782,Tora Sushi
5783,5783,5783,Caesar's Gourmet
5784,5784,5784,Lalibela Ethiopian Restaurant
5785,5785,5785,JTL Chicken World
5786,5786,5786,Myoung Dong Kahl Gook Soo
5787,5787,5787,Mega Donair
5788,5788,5788,Desi Turka
5789,5789,5789,Green and Oak Malaysian Restaurant
5790,5790,5790,Thai box 2go
5791,5791,5791,Sushi U
5792,5792,5792,Big Shots Cafe
5793,5793,5793,Tokyo Tonkotsu Ramen
5794,5794,5794,Dinesty Dumpling House
5795,5795,5795,Taisho Japanese Restaurant & Dessert Mura
5796,5796,5796,Santorini Restaurant
5797,5797,5797,Masita Korean Restaurant
5798,5798,5798,Darband Restaurant
5799,5799,5799,Bubble Waffle Cafe at Crystal Mall
5800,5800,5800,Marutama Ramen
5801,5801,5801,Joyful Seafood Restaurant
5802,5802,5802,Kamamarui
5803,5803,5803,Charlie's Mexican Restaurant
5804,5804,5804,Argo
5805,5805,5805,Yanni's
5806,5806,5806,Shanghai Fortune Cuisine
5807,5807,5807,Town Hall
5808,5808,5808,Kim Anh
5809,5809,5809,Pho Express Angkor
5810,5810,5810,Absolute Pizza Warehouse
5811,5811,5811,Hon Sushi
5812,5812,5812,Coffee R2O
5813,5813,5813,Kelly O'Bryan's & Carlos O'Bryan's
5814,5814,5814,Chad Thai
5815,5815,5815,Mr Classico Pizzeria Corp
5816,5816,5816,Cafe Celleni
5817,5817,5817,Conte Foods
5818,5818,5818,Standing Egg Coffee
5819,5819,5819,Manjal South Indian Kitchen
5820,5820,5820,Paul's Sub Shop
5821,5821,5821,Doppio Zero Pizza
5822,5822,5822,Opaiouvlaki Off Greece
5823,5823,5823,Planet Pizza
5824,5824,5824,Wok Box Queensborough Landing
5825,5825,5825,Pomegranate Grillhouse & Cafe
5826,5826,5826,Coach House Lounge
5827,5827,5827,The Taphouse Coquitlam
5828,5828,5828,Park Crest Cafe
5829,5829,5829,Spring Garden Chinese Seafood Restaurant
5830,5830,5830,Griller House Cafe
5831,5831,5831,Old Street Restaurant
5832,5832,5832,Leila's Donair Town
5833,5833,5833,Grand Chinese Restaurant
5834,5834,5834,Riverway Clubhouse Restaurant
5835,5835,5835,Shawarma Corner
5836,5836,5836,I Am Pho
5837,5837,5837,Ikoi Sushi
5838,5838,5838,Lee Garden Seafood Restaurant
5839,5839,5839,Japolo Sushi
5840,5840,5840,V Cafe
5841,5841,5841,Toby's North Shore
5842,5842,5842,Admiral Restaurant Pizzeria
5843,5843,5843,The Thirsty Duck Pub
5844,5844,5844,Paul's Restaurant
5845,5845,5845,Oliver's Le Boulangerie
5846,5846,5846,Thai Cafe
5847,5847,5847,West Coast Liquor Company
5848,5848,5848,Ho Fung Chinese Restaurant
5849,5849,5849,Sooda Korean BBQ
5850,5850,5850,Firepots
5851,5851,5851,Pho Capital
5852,5852,5852,Domino's Pizza-New Westministe
5853,5853,5853,Astro's Kitchen
5854,5854,5854,Bob & Al's Savoury Restaurant
5855,5855,5855,Sunshine Cafe 陽光屋
5856,5856,5856,Kingspark Good Food
5857,5857,5857,Harold's Kitchen & Bar
5858,5858,5858,Shanghai Elan Restaurant
5859,5859,5859,Hot Bite
5860,5860,5860,White Lotus Cafe
5861,5861,5861,Tiramisu Ristorante Italiano
5862,5862,5862,Taste of Splendour
5863,5863,5863,The Mill Cafe
5864,5864,5864,Joys Restaurant
5865,5865,5865,Baba Sweets & Restaurant
5866,5866,5866,Makoto Japanese Restaurant
5867,5867,5867,Menchie's HighGate Village
5868,5868,5868,Round House Pizza
5869,5869,5869,North Noodle House
5870,5870,5870,Donair Girl
5871,5871,5871,Kcs Enterprises
5872,5872,5872,Ishtar Donair
5873,5873,5873,Hyack Sushi
5874,5874,5874,Ming Kee Kitchen
5875,5875,5875,Ha Cafe
5876,5876,5876,Golden Pearl
5877,5877,5877,Austin Cafe
5878,5878,5878,Rocky Point Ice Cream
5879,5879,5879,Pho Chung Nam
5880,5880,5880,So Crab So Good Restaurant & Bar
5881,5881,5881,Tea18
5882,5882,5882,Best Noodles And Dim Sum
5883,5883,5883,Kojima Sushi Restaurant
5884,5884,5884,Nizzy's Cafe
5885,5885,5885,Chop & Toss
5886,5886,5886,Yan's Garden Chinese Restaurant
5887,5887,5887,Nedo's Grill & Souvlaki
5888,5888,5888,Wen Xin Chinese Restaurant
5889,5889,5889,Candy Tree Dessert
5890,5890,5890,Coffee Bar
5891,5891,5891,Kefi Greek Kouzina
5892,5892,5892,Northlands Golf Bar and Grill
5893,5893,5893,Days Thai Restaurant
5894,5894,5894,Shirley's Restaurant
5895,5895,5895,Firefighters Public House
5896,5896,5896,Stuffies Pastries
5897,5897,5897,Kojo of Japan
5898,5898,5898,Naan Bites
5899,5899,5899,Sixth Street Grill
5900,5900,5900,Colour See See
5901,5901,5901,Triple O's  Tannery
5902,5902,5902,Thai New West
5903,5903,5903,La Villetta Ristorante
5904,5904,5904,Young Bean Korean BBQ
5905,5905,5905,Butchers Block BBQ
5906,5906,5906,Munchies N More
5907,5907,5907,X-cite Grill and Bistro
5908,5908,5908,Mei Le Bakery and Restaurant
5909,5909,5909,Seok Gi Si Dae
5910,5910,5910,Sushi Buzza
5911,5911,5911,Hon's Won Ton House
5912,5912,5912,Amaranthus
5913,5913,5913,ZenQ
5914,5914,5914,De Dutch Pannekoek House Restaurants
5915,5915,5915,Rozzini's Restaurant
5916,5916,5916,Dahlak Restaurant
5917,5917,5917,Sushi Uomo
5918,5918,5918,Ricky's Cafe
5919,5919,5919,Van Thai Restaurant
5920,5920,5920,Ole Ole Mexican Deli
5921,5921,5921,StoneGrill at the Met
5922,5922,5922,Little Bangkok Thai Kitchen
5923,5923,5923,Myst Asian Fusion
5924,5924,5924,Young's Restaurant
5925,5925,5925,Indian Bombay Bistro
5926,5926,5926,Green Basil
5927,5927,5927,Mi Casa Mexicana
5928,5928,5928,No. 1 Beef Noodle House
5929,5929,5929,Yang Guo Fu Ma La Tang
5930,5930,5930,Ijumi Sushi
5931,5931,5931,Henry's Kitchen Pasta & Grill (Reservation Only)
5932,5932,5932,Hi Genki Japanese Restaurant
5933,5933,5933,Dae Ji Cutlet House
5934,5934,5934,WING HO Chinese Restaurant
5935,5935,5935,Deer Lake Wonton House
5936,5936,5936,I Love Sushi
5937,5937,5937,Heritage Grill
5938,5938,5938,Cristos Greek Restaurant
5939,5939,5939,Szechuan House
5940,5940,5940,Jim's Cafe
5941,5941,5941,Golden Boot Cafe
5942,5942,5942,Sol's Snack Bar
5943,5943,5943,Paulo's Pizza
5944,5944,5944,Hops A Northwest Pub
5945,5945,5945,A & B Cafe
5946,5946,5946,Hakkaku Ramen
5947,5947,5947,Akira Restaurants
5948,5948,5948,Yakeda Ya Ramen
5949,5949,5949,The Maplewood Taphouse
5950,5950,5950,Kirin Sushi Restaurant
5951,5951,5951,Chonng Lum Hin Seafood Restaurant
5952,5952,5952,Alvin Garden
5953,5953,5953,Donair Star
5954,5954,5954,New Starlet Seafood Restaurant
5955,5955,5955,Viva Sue Pizza
5956,5956,5956,Diamond Alumni Centre
5957,5957,5957,LR Pizza
5958,5958,5958,New Lakeview Seafood Wun-Tun
5959,5959,5959,Cozmos Cafe
5960,5960,5960,Mega Pizza & Wings
5961,5961,5961,Garlic & Chilli Restaurant
5962,5962,5962,Namoo Sushi
5963,5963,5963,House of Tofu Soup
5964,5964,5964,Yarina's Coffee Cafe
5965,5965,5965,Punk Rock Pastries
5966,5966,5966,Hart House Restaurant
5967,5967,5967,Le Pizzo Bella Cafe
5968,5968,5968,Royal Tandoori Restaurant
5969,5969,5969,Spicy Ginger Kitchen
5970,5970,5970,Piva Modern Italian
5971,5971,5971,Nando's Queensborough
5972,5972,5972,Tugboat Annie's Pub
5973,5973,5973,Osaka-Ya Restaurant
5974,5974,5974,Morak Korean Fusion
5975,5975,5975,Kimbab Cheonguk
5976,5976,5976,Pho Mr. Do
5977,5977,5977,Brown's Socialhouse Schoolhouse
5978,5978,5978,Bruncheria Cafe
5979,5979,5979,Avi Pizza Factory
5980,5980,5980,Hiel Cafe
5981,5981,5981,Na-Re Korean Kitchen
5982,5982,5982,Agra Sweets
5983,5983,5983,Arms Reach Bistro
5984,5984,5984,Saray Turkish Cuisine
5985,5985,5985,Pokey Okey
5986,5986,5986,La Forchetta
5987,5987,5987,Wah Lun Chinese Restaurant
5988,5988,5988,Turkish donair
5989,5989,5989,North Burnaby Wonton House
5990,5990,5990,Paradise Juice & Burger
5991,5991,5991,Sashimi Sushi
5992,5992,5992,Pho 24 Express
5993,5993,5993,Natures Garden Cafe SFU
5994,5994,5994,Popular Cafe
5995,5995,5995,Hug A Mug's Coffee House & Eatery
5996,5996,5996,Edo Japan Grill and Sushi
5997,5997,5997,Le's Family Restaurant
5998,5998,5998,Imperial Room
5999,5999,5999,Old Grams Kitchen
6000,6000,6000,Mile o Pizza and Pasta
6001,6001,6001,George Dawson Inn Restaurant
6002,6002,6002,Fixx Urban Grill
6003,6003,6003,Northern Lights restaurant
6004,6004,6004,Orion Restaurant
6005,6005,6005,Sola's Bar & Grill
6006,6006,6006,GDI Bistro
6007,6007,6007,The Lodge Cafe
6008,6008,6008,MR MIKES SteakhouseCasual Dawson Creek
6009,6009,6009,Stuie's Diner
6010,6010,6010,Sun Palace
6011,6011,6011,New Dragon Palace Restaurant
6012,6012,6012,Noodle Hut
6013,6013,6013,Baked Cafe
6014,6014,6014,Meng Fan Restaurant
6015,6015,6015,Post & Row Local Taphouse
6016,6016,6016,Rockwells Pub Club
6017,6017,6017,Sam's Friends Restaurant
6018,6018,6018,Golf Course Restaurant
6019,6019,6019,Dawson Creek Golf & Country
6020,6020,6020,Twisters
6021,6021,6021,Jopapas Pizzeria
